画像コード,除外,有効エリア,アノテーション対象,アノテーション回数,最終アノテーション更新日時,最終担当者,マージ日時,0:正常,1:汚れ,2:擦り跡,3:発塵痕,4:打痕、傷,5:異物,6:ウォーターマーク,7:残渣,8:ヒゲ,9:膜境界不良,10:コメット,11:タイガーストライプ,ノッチ,曖昧,不適,コメント,欠陥分類(順位),サンプル番号,狙い欠陥種,狙い欠陥種(番号)
1-09-02-A1-0104-I,,●,●,1,2024/11/19_13:06:22,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0106-I,,●,●,1,2024/11/19_13:06:31,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0107-I,,●,●,1,2024/11/19_13:06:39,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0108-I,,●,●,1,2024/11/19_13:06:42,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0109-I,,●,●,1,2024/11/19_13:06:45,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0111-I,,●,●,1,2024/11/19_13:06:51,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0112-I,,●,●,1,2024/11/19_13:06:54,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0119-I,,●,●,1,2024/11/19_13:07:14,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0121-I,,●,●,1,2024/11/19_13:07:19,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0122-I,,●,●,1,2024/11/19_13:07:21,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0126-I,,●,●,1,2024/11/19_13:07:35,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0129-I,,●,●,1,2024/11/19_13:07:43,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0132-I,,●,●,1,2024/11/19_13:07:52,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0133-I,,●,●,1,2024/11/19_13:07:55,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0134-I,,●,●,1,2024/11/19_13:07:57,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0142-I,,●,●,1,2024/11/19_13:08:18,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0146-I,,●,●,1,2024/11/19_13:08:33,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0148-I,,●,●,1,2024/11/19_13:08:44,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0151-I,,●,●,1,2024/11/19_13:08:56,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0153-I,,●,●,1,2024/11/19_13:09:02,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0155-I,,●,●,1,2024/11/19_13:09:07,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0156-I,,●,●,1,2024/11/19_13:09:09,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0159-I,,●,●,1,2024/11/19_13:09:21,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0285-I,,●,●,1,2024/11/19_13:09:39,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0286-I,,●,●,1,2024/11/19_13:09:42,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0291-I,,●,●,1,2024/11/19_13:11:03,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0292-I,,●,●,1,2024/11/19_13:11:05,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0293-I,,●,●,1,2024/11/19_13:11:11,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0295-I,,●,●,1,2024/11/19_13:11:22,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0296-I,,●,●,1,2024/11/19_13:11:26,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0297-I,,●,●,1,2024/11/19_13:11:30,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0298-I,,●,●,1,2024/11/19_13:11:36,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0299-I,,●,●,1,2024/11/19_13:11:38,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0303-I,,●,●,1,2024/11/19_13:12:01,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0304-I,,●,●,1,2024/11/19_13:12:10,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0305-I,,●,●,1,2024/11/19_13:12:34,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0306-I,,●,●,1,2024/11/19_13:12:37,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0307-I,,●,●,1,2024/11/19_13:14:32,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0308-I,,●,●,1,2024/11/19_13:14:36,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0309-I,,●,●,1,2024/11/19_13:14:39,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0312-I,,●,●,1,2024/11/19_13:14:53,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0313-I,,●,●,1,2024/11/19_13:14:58,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0314-I,,●,●,1,2024/11/19_13:15:02,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0315-I,,●,●,2,2024/12/17_09:56:55,M.S.,2024/12/17_13:14:26,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0318-I,,●,●,1,2024/11/19_13:15:19,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0319-I,,●,●,1,2024/11/19_13:15:23,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0322-I,,●,●,1,2024/11/19_13:15:54,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0323-I,,●,●,1,2024/11/19_13:16:00,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0324-I,,●,●,1,2024/11/19_13:16:31,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0328-I,,●,●,1,2024/11/19_13:16:50,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0329-I,,●,●,1,2024/11/19_13:16:53,M.S.,2024/11/19_13:27:10,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0331-I,,●,●,1,2024/11/19_13:17:15,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0334-I,,●,●,1,2024/11/19_13:17:36,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0335-O,,●,●,3,2024/12/17_09:57:25,M.S.,2024/12/17_13:14:26,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0335-I,,●,●,1,2024/11/19_13:17:39,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0336-O,,●,●,2,2024/11/28_11:00:30,M.S.,2024/11/28_11:03:35,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0336-I,,●,●,1,2024/11/19_13:17:45,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0337-O,,●,●,1,2024/11/19_12:54:00,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0338-O,,●,●,1,2024/11/19_12:54:05,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0341-O,,●,●,1,2024/11/19_12:54:21,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0341-I,,●,●,1,2024/11/19_13:18:54,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0342-O,,●,●,2,2024/11/28_11:00:50,M.S.,2024/11/28_11:03:35,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0342-I,,●,●,1,2024/11/19_13:18:57,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0343-O,,●,●,2,2024/11/28_11:00:53,M.S.,2024/11/28_11:03:35,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0343-I,,●,●,1,2024/11/19_13:19:03,M.S.,2024/11/19_13:27:10,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0345-O,,●,●,1,2024/11/19_12:54:36,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0346-O,,●,●,2,2024/12/13_10:32:50,M.S.,2024/12/13_10:38:23,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0349-O,,●,●,3,2024/11/28_10:20:31,M.S.,2024/11/28_10:25:40,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0350-O,,●,●,2,2024/11/28_10:20:34,M.S.,2024/11/28_10:25:40,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0351-O,,●,●,2,2024/11/28_10:20:38,M.S.,2024/11/28_10:25:40,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0352-O,,●,●,1,2024/11/19_12:54:58,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0353-O,,●,●,1,2024/11/19_12:55:00,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0361-O,,●,●,2,2024/12/13_10:33:30,M.S.,2024/12/13_10:38:23,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0362-O,,●,●,1,2024/11/19_12:55:31,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0363-O,,●,●,1,2024/11/19_12:55:34,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0364-O,,●,●,1,2024/11/19_12:55:40,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0365-O,,●,●,2,2024/11/28_11:01:41,M.S.,2024/11/28_11:03:35,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0370-O,,●,●,1,2024/11/19_12:55:58,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0376-O,,●,●,1,2024/11/19_12:56:14,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0380-O,,●,●,1,2024/11/19_12:56:25,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0381-O,,●,●,1,2024/11/19_12:56:28,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0382-O,,●,●,1,2024/11/19_12:56:33,M.S.,2024/11/19_12:57:43,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0383-O,,●,●,2,2024/11/28_10:24:54,M.S.,2024/11/28_10:25:40,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0384-O,,●,●,2,2024/11/28_10:24:56,M.S.,2024/11/28_10:25:40,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0386-O,,●,●,1,2024/11/19_12:56:50,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0387-O,,●,●,1,2024/11/19_12:56:54,M.S.,2024/11/19_12:57:43,,●,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0388-O,,●,●,2,2024/11/28_10:25:08,M.S.,2024/11/28_10:25:40,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0390-O,,●,●,2,2024/11/28_10:25:15,M.S.,2024/11/28_10:25:40,,●,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-02-A1-0398-O,,●,●,2,2024/11/28_10:25:33,M.S.,2024/11/28_10:25:40,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0050-I,,●,●,1,2024/11/19_15:40:29,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0051-I,,●,●,1,2024/11/19_15:40:32,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0052-I,,●,●,1,2024/11/19_15:40:35,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0053-I,,●,●,2,2024/12/13_11:04:42,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0054-I,,●,●,1,2024/11/19_15:40:41,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0055-I,,●,●,1,2024/11/19_15:40:44,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0056-I,,●,●,1,2024/11/19_15:40:47,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0057-I,,●,●,1,2024/11/19_15:40:51,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0058-I,,●,●,1,2024/11/19_15:41:08,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0059-I,,●,●,1,2024/11/19_15:41:12,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0060-I,,●,●,1,2024/11/19_15:41:16,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0061-I,,●,●,1,2024/11/19_15:41:18,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0062-I,,●,●,1,2024/11/19_15:41:21,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0063-I,,●,●,1,2024/11/19_15:41:25,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0064-I,,●,●,1,2024/11/19_15:41:28,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0065-I,,●,●,1,2024/11/19_15:41:31,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0066-I,,●,●,1,2024/11/19_15:41:33,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0067-I,,●,●,1,2024/11/19_15:41:57,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0069-I,,●,●,1,2024/11/19_15:42:02,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0070-I,,●,●,1,2024/11/19_15:42:05,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0071-I,,●,●,1,2024/11/19_15:42:07,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0072-I,,●,●,1,2024/11/19_15:42:09,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0073-I,,●,●,1,2024/11/19_15:42:12,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0074-I,,●,●,1,2024/11/19_15:42:14,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0075-I,,●,●,1,2024/11/19_15:42:16,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0076-I,,●,●,1,2024/11/19_15:42:19,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0077-I,,●,●,1,2024/11/19_15:42:21,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0078-I,,●,●,1,2024/11/19_15:42:42,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0079-I,,●,●,1,2024/11/19_15:42:45,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0080-I,,●,●,1,2024/11/19_15:42:46,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0081-I,,●,●,1,2024/11/19_15:42:49,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0082-I,,●,●,1,2024/11/19_15:42:51,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0083-I,,●,●,1,2024/11/19_15:42:54,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0084-I,,●,●,1,2024/11/19_15:42:56,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0085-I,,●,●,1,2024/11/19_15:42:59,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0086-I,,●,●,1,2024/11/19_15:43:02,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0087-I,,●,●,1,2024/11/19_15:43:04,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0088-I,,●,●,1,2024/11/19_15:43:07,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0089-I,,●,●,1,2024/11/19_15:43:09,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0090-I,,●,●,1,2024/11/19_15:43:11,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0091-I,,●,●,1,2024/11/19_15:43:13,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0092-I,,●,●,1,2024/11/19_15:43:15,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0093-I,,●,●,1,2024/11/19_15:43:20,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0094-I,,●,●,1,2024/11/19_15:43:22,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0095-I,,●,●,1,2024/11/19_15:43:25,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0096-I,,●,●,1,2024/11/19_15:43:28,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0097-I,,●,●,1,2024/11/19_15:43:30,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0098-I,,●,●,1,2024/11/19_15:43:33,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0099-I,,●,●,1,2024/11/19_15:43:36,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0100-I,,●,●,2,2024/12/13_11:06:49,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0101-I,,●,●,1,2024/11/19_15:43:40,M.S.,2024/11/19_16:29:02,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0102-I,,●,●,2,2024/12/13_11:07:01,M.S.,2024/12/13_11:22:46,,,,,,,,,●,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
1-09-03-A1-0103-I,,●,●,1,2024/11/19_15:43:47,M.S.,2024/11/19_16:29:02,,,,,,,,,,●,,,,,,,9:膜境界不良,109,膜境界不良,9:膜境界不良
