image_id,original_id,measurement_id,foup_slot,bevel_section,flame_no,split,making_defect_type,selection_no,defect_class
1_01_03_A1_0168_O,1_01_03_A1_0168,1_01_03,,A1,168,O,,,01_normal
1_01_03_A1_0169_I,1_01_03_A1_0169,1_01_03,,A1,169,I,,,01_normal
1_01_03_A1_0169_O,1_01_03_A1_0169,1_01_03,,A1,169,O,,,01_normal
1_01_03_A1_0170_I,1_01_03_A1_0170,1_01_03,,A1,170,I,,,01_normal
1_01_03_A1_0170_O,1_01_03_A1_0170,1_01_03,,A1,170,O,,,01_normal
1_01_03_A1_0171_I,1_01_03_A1_0171,1_01_03,,A1,171,I,,,01_normal
1_01_03_A1_0172_I,1_01_03_A1_0172,1_01_03,,A1,172,I,,,01_normal
1_01_03_A1_0173_I,1_01_03_A1_0173,1_01_03,,A1,173,I,,,01_normal
1_01_03_A1_0173_O,1_01_03_A1_0173,1_01_03,,A1,173,O,,,01_normal
1_01_03_A1_0174_I,1_01_03_A1_0174,1_01_03,,A1,174,I,,,01_normal
1_01_03_A1_0174_O,1_01_03_A1_0174,1_01_03,,A1,174,O,,,01_normal
1_01_03_A1_0175_I,1_01_03_A1_0175,1_01_03,,A1,175,I,,,01_normal
1_01_03_A1_0175_O,1_01_03_A1_0175,1_01_03,,A1,175,O,,,01_normal
1_01_03_A1_0176_I,1_01_03_A1_0176,1_01_03,,A1,176,I,,,01_normal
1_01_03_A1_0176_O,1_01_03_A1_0176,1_01_03,,A1,176,O,,,01_normal
1_01_03_A1_0177_I,1_01_03_A1_0177,1_01_03,,A1,177,I,,,01_normal
1_01_03_A1_0177_O,1_01_03_A1_0177,1_01_03,,A1,177,O,,,01_normal
1_01_03_A1_0178_I,1_01_03_A1_0178,1_01_03,,A1,178,I,,,01_normal
1_01_03_A1_0179_I,1_01_03_A1_0179,1_01_03,,A1,179,I,,,01_normal
1_01_03_A1_0179_O,1_01_03_A1_0179,1_01_03,,A1,179,O,,,01_normal
1_01_03_A1_0180_I,1_01_03_A1_0180,1_01_03,,A1,180,I,,,01_normal
1_01_03_A1_0181_I,1_01_03_A1_0181,1_01_03,,A1,181,I,,,01_normal
1_01_03_A1_0182_I,1_01_03_A1_0182,1_01_03,,A1,182,I,,,01_normal
1_01_03_A1_0182_O,1_01_03_A1_0182,1_01_03,,A1,182,O,,,01_normal
1_01_03_A1_0183_I,1_01_03_A1_0183,1_01_03,,A1,183,I,,,01_normal
1_01_03_A1_0183_O,1_01_03_A1_0183,1_01_03,,A1,183,O,,,01_normal
1_01_03_A1_0184_I,1_01_03_A1_0184,1_01_03,,A1,184,I,,,01_normal
1_01_03_A1_0185_I,1_01_03_A1_0185,1_01_03,,A1,185,I,,,01_normal
1_01_03_A1_0185_O,1_01_03_A1_0185,1_01_03,,A1,185,O,,,01_normal
1_01_03_A1_0186_I,1_01_03_A1_0186,1_01_03,,A1,186,I,,,01_normal
1_01_03_A1_0186_O,1_01_03_A1_0186,1_01_03,,A1,186,O,,,01_normal
1_01_03_A1_0187_I,1_01_03_A1_0187,1_01_03,,A1,187,I,,,01_normal
1_01_03_A1_0187_O,1_01_03_A1_0187,1_01_03,,A1,187,O,,,01_normal
1_01_03_A1_0188_I,1_01_03_A1_0188,1_01_03,,A1,188,I,,,01_normal
1_01_03_A1_0189_I,1_01_03_A1_0189,1_01_03,,A1,189,I,,,01_normal
1_01_03_A1_0189_O,1_01_03_A1_0189,1_01_03,,A1,189,O,,,01_normal
1_01_03_A1_0190_I,1_01_03_A1_0190,1_01_03,,A1,190,I,,,01_normal
1_01_03_A1_0192_I,1_01_03_A1_0192,1_01_03,,A1,192,I,,,01_normal
1_01_03_A1_0192_O,1_01_03_A1_0192,1_01_03,,A1,192,O,,,01_normal
1_01_03_A1_0193_I,1_01_03_A1_0193,1_01_03,,A1,193,I,,,01_normal
1_01_03_A1_0194_I,1_01_03_A1_0194,1_01_03,,A1,194,I,,,01_normal
1_01_03_A1_0195_I,1_01_03_A1_0195,1_01_03,,A1,195,I,,,01_normal
1_01_03_A1_0195_O,1_01_03_A1_0195,1_01_03,,A1,195,O,,,01_normal
1_01_03_A1_0196_I,1_01_03_A1_0196,1_01_03,,A1,196,I,,,01_normal
1_01_03_A1_0196_O,1_01_03_A1_0196,1_01_03,,A1,196,O,,,01_normal
1_01_03_A1_0197_I,1_01_03_A1_0197,1_01_03,,A1,197,I,,,01_normal
1_01_03_A1_0198_I,1_01_03_A1_0198,1_01_03,,A1,198,I,,,01_normal
1_01_03_A1_0198_O,1_01_03_A1_0198,1_01_03,,A1,198,O,,,01_normal
1_01_03_A1_0199_I,1_01_03_A1_0199,1_01_03,,A1,199,I,,,01_normal
1_01_03_A1_0199_O,1_01_03_A1_0199,1_01_03,,A1,199,O,,,01_normal
1_01_03_A1_0200_I,1_01_03_A1_0200,1_01_03,,A1,200,I,,,01_normal
1_01_03_A1_0200_O,1_01_03_A1_0200,1_01_03,,A1,200,O,,,01_normal
1_01_03_A1_0201_I,1_01_03_A1_0201,1_01_03,,A1,201,I,,,01_normal
1_01_03_A1_0201_O,1_01_03_A1_0201,1_01_03,,A1,201,O,,,01_normal
1_01_03_A1_0202_I,1_01_03_A1_0202,1_01_03,,A1,202,I,,,01_normal
1_01_03_A1_0202_O,1_01_03_A1_0202,1_01_03,,A1,202,O,,,01_normal
1_01_03_A1_0203_I,1_01_03_A1_0203,1_01_03,,A1,203,I,,,01_normal
1_01_03_A1_0203_O,1_01_03_A1_0203,1_01_03,,A1,203,O,,,01_normal
1_01_03_A1_0204_I,1_01_03_A1_0204,1_01_03,,A1,204,I,,,01_normal
1_01_03_A1_0204_O,1_01_03_A1_0204,1_01_03,,A1,204,O,,,01_normal
1_01_03_A1_0205_I,1_01_03_A1_0205,1_01_03,,A1,205,I,,,01_normal
1_01_03_A1_0205_O,1_01_03_A1_0205,1_01_03,,A1,205,O,,,01_normal
1_01_03_A1_0206_I,1_01_03_A1_0206,1_01_03,,A1,206,I,,,01_normal
1_01_03_A1_0206_O,1_01_03_A1_0206,1_01_03,,A1,206,O,,,01_normal
1_01_03_A1_0207_I,1_01_03_A1_0207,1_01_03,,A1,207,I,,,01_normal
1_01_03_A1_0208_I,1_01_03_A1_0208,1_01_03,,A1,208,I,,,01_normal
1_01_03_A1_0208_O,1_01_03_A1_0208,1_01_03,,A1,208,O,,,01_normal
1_01_03_A1_0209_I,1_01_03_A1_0209,1_01_03,,A1,209,I,,,01_normal
1_01_03_A1_0209_O,1_01_03_A1_0209,1_01_03,,A1,209,O,,,01_normal
1_01_03_A1_0210_I,1_01_03_A1_0210,1_01_03,,A1,210,I,,,01_normal
1_01_03_A1_0210_O,1_01_03_A1_0210,1_01_03,,A1,210,O,,,01_normal
1_01_03_A1_0211_I,1_01_03_A1_0211,1_01_03,,A1,211,I,,,01_normal
1_01_03_A1_0211_O,1_01_03_A1_0211,1_01_03,,A1,211,O,,,01_normal
1_01_03_A1_0212_I,1_01_03_A1_0212,1_01_03,,A1,212,I,,,01_normal
1_01_03_A1_0212_O,1_01_03_A1_0212,1_01_03,,A1,212,O,,,01_normal
1_01_03_A1_0213_I,1_01_03_A1_0213,1_01_03,,A1,213,I,,,01_normal
1_01_03_A1_0213_O,1_01_03_A1_0213,1_01_03,,A1,213,O,,,01_normal
1_01_03_A1_0214_I,1_01_03_A1_0214,1_01_03,,A1,214,I,,,01_normal
1_01_03_A1_0214_O,1_01_03_A1_0214,1_01_03,,A1,214,O,,,01_normal
1_01_03_A1_0215_I,1_01_03_A1_0215,1_01_03,,A1,215,I,,,01_normal
1_01_03_A1_0215_O,1_01_03_A1_0215,1_01_03,,A1,215,O,,,01_normal
1_01_03_A1_0216_I,1_01_03_A1_0216,1_01_03,,A1,216,I,,,01_normal
1_01_03_A1_0216_O,1_01_03_A1_0216,1_01_03,,A1,216,O,,,01_normal
1_01_03_A1_0217_I,1_01_03_A1_0217,1_01_03,,A1,217,I,,,01_normal
1_01_03_A1_0217_O,1_01_03_A1_0217,1_01_03,,A1,217,O,,,01_normal
1_01_03_A1_0218_I,1_01_03_A1_0218,1_01_03,,A1,218,I,,,01_normal
1_01_03_A1_0218_O,1_01_03_A1_0218,1_01_03,,A1,218,O,,,01_normal
1_01_03_A1_0219_I,1_01_03_A1_0219,1_01_03,,A1,219,I,,,01_normal
1_01_03_A1_0219_O,1_01_03_A1_0219,1_01_03,,A1,219,O,,,01_normal
1_01_03_A1_0220_I,1_01_03_A1_0220,1_01_03,,A1,220,I,,,01_normal
1_01_03_A1_0220_O,1_01_03_A1_0220,1_01_03,,A1,220,O,,,01_normal
1_01_03_A1_0221_I,1_01_03_A1_0221,1_01_03,,A1,221,I,,,01_normal
1_01_03_A1_0221_O,1_01_03_A1_0221,1_01_03,,A1,221,O,,,01_normal
1_01_03_A1_0222_I,1_01_03_A1_0222,1_01_03,,A1,222,I,,,01_normal
1_01_03_A1_0222_O,1_01_03_A1_0222,1_01_03,,A1,222,O,,,01_normal
1_01_03_A1_0223_I,1_01_03_A1_0223,1_01_03,,A1,223,I,,,01_normal
1_01_03_A1_0223_O,1_01_03_A1_0223,1_01_03,,A1,223,O,,,01_normal
1_01_03_A1_0224_I,1_01_03_A1_0224,1_01_03,,A1,224,I,,,01_normal
1_01_03_A1_0224_O,1_01_03_A1_0224,1_01_03,,A1,224,O,,,01_normal
1_01_03_A1_0225_I,1_01_03_A1_0225,1_01_03,,A1,225,I,,,01_normal
1_01_03_A1_0225_O,1_01_03_A1_0225,1_01_03,,A1,225,O,,,01_normal
1_01_03_A1_0226_I,1_01_03_A1_0226,1_01_03,,A1,226,I,,,01_normal
1_01_03_A1_0226_O,1_01_03_A1_0226,1_01_03,,A1,226,O,,,01_normal
1_01_03_A1_0227_I,1_01_03_A1_0227,1_01_03,,A1,227,I,,,01_normal
1_01_03_A1_0227_O,1_01_03_A1_0227,1_01_03,,A1,227,O,,,01_normal
1_01_03_A1_0228_I,1_01_03_A1_0228,1_01_03,,A1,228,I,,,01_normal
1_01_03_A1_0228_O,1_01_03_A1_0228,1_01_03,,A1,228,O,,,01_normal
1_01_03_A1_0229_I,1_01_03_A1_0229,1_01_03,,A1,229,I,,,01_normal
1_01_03_A1_0229_O,1_01_03_A1_0229,1_01_03,,A1,229,O,,,01_normal
1_01_03_A1_0230_I,1_01_03_A1_0230,1_01_03,,A1,230,I,,,01_normal
1_01_03_A1_0230_O,1_01_03_A1_0230,1_01_03,,A1,230,O,,,01_normal
1_01_03_A1_0231_I,1_01_03_A1_0231,1_01_03,,A1,231,I,,,01_normal
1_01_03_A1_0231_O,1_01_03_A1_0231,1_01_03,,A1,231,O,,,01_normal
1_01_03_A1_0232_I,1_01_03_A1_0232,1_01_03,,A1,232,I,,,01_normal
1_01_03_A1_0232_O,1_01_03_A1_0232,1_01_03,,A1,232,O,,,01_normal
1_01_03_A1_0233_I,1_01_03_A1_0233,1_01_03,,A1,233,I,,,01_normal
1_01_03_A1_0233_O,1_01_03_A1_0233,1_01_03,,A1,233,O,,,01_normal
1_01_03_A1_0234_I,1_01_03_A1_0234,1_01_03,,A1,234,I,,,01_normal
1_01_03_A1_0234_O,1_01_03_A1_0234,1_01_03,,A1,234,O,,,01_normal
1_01_03_A1_0235_I,1_01_03_A1_0235,1_01_03,,A1,235,I,,,01_normal
1_01_03_A1_0235_O,1_01_03_A1_0235,1_01_03,,A1,235,O,,,01_normal
1_01_03_A1_0236_I,1_01_03_A1_0236,1_01_03,,A1,236,I,,,01_normal
1_01_03_A1_0236_O,1_01_03_A1_0236,1_01_03,,A1,236,O,,,01_normal
1_01_03_A1_0237_I,1_01_03_A1_0237,1_01_03,,A1,237,I,,,01_normal
1_01_03_A1_0237_O,1_01_03_A1_0237,1_01_03,,A1,237,O,,,01_normal
1_01_03_A1_0238_I,1_01_03_A1_0238,1_01_03,,A1,238,I,,,01_normal
1_01_03_A1_0238_O,1_01_03_A1_0238,1_01_03,,A1,238,O,,,01_normal
1_01_03_A1_0239_I,1_01_03_A1_0239,1_01_03,,A1,239,I,,,01_normal
1_01_03_A1_0239_O,1_01_03_A1_0239,1_01_03,,A1,239,O,,,01_normal
1_01_03_A1_0240_I,1_01_03_A1_0240,1_01_03,,A1,240,I,,,01_normal
1_01_03_A1_0240_O,1_01_03_A1_0240,1_01_03,,A1,240,O,,,01_normal
1_01_03_A1_0241_I,1_01_03_A1_0241,1_01_03,,A1,241,I,,,01_normal
1_01_03_A1_0241_O,1_01_03_A1_0241,1_01_03,,A1,241,O,,,01_normal
1_01_03_A1_0242_I,1_01_03_A1_0242,1_01_03,,A1,242,I,,,01_normal
1_01_03_A1_0242_O,1_01_03_A1_0242,1_01_03,,A1,242,O,,,01_normal
1_01_03_A1_0243_I,1_01_03_A1_0243,1_01_03,,A1,243,I,,,01_normal
1_01_03_A1_0243_O,1_01_03_A1_0243,1_01_03,,A1,243,O,,,01_normal
1_01_03_A1_0244_I,1_01_03_A1_0244,1_01_03,,A1,244,I,,,01_normal
1_01_03_A1_0244_O,1_01_03_A1_0244,1_01_03,,A1,244,O,,,01_normal
1_01_03_A1_0245_I,1_01_03_A1_0245,1_01_03,,A1,245,I,,,01_normal
1_01_03_A1_0245_O,1_01_03_A1_0245,1_01_03,,A1,245,O,,,01_normal
1_01_03_A1_0246_I,1_01_03_A1_0246,1_01_03,,A1,246,I,,,01_normal
1_01_03_A1_0246_O,1_01_03_A1_0246,1_01_03,,A1,246,O,,,01_normal
1_01_03_A1_0247_I,1_01_03_A1_0247,1_01_03,,A1,247,I,,,01_normal
1_01_03_A1_0247_O,1_01_03_A1_0247,1_01_03,,A1,247,O,,,01_normal
1_01_03_A1_0248_I,1_01_03_A1_0248,1_01_03,,A1,248,I,,,01_normal
1_01_03_A1_0248_O,1_01_03_A1_0248,1_01_03,,A1,248,O,,,01_normal
1_01_03_A1_0249_I,1_01_03_A1_0249,1_01_03,,A1,249,I,,,01_normal
1_01_03_A1_0249_O,1_01_03_A1_0249,1_01_03,,A1,249,O,,,01_normal
1_01_03_A1_0250_I,1_01_03_A1_0250,1_01_03,,A1,250,I,,,01_normal
1_01_03_A1_0250_O,1_01_03_A1_0250,1_01_03,,A1,250,O,,,01_normal
1_01_03_A1_0251_I,1_01_03_A1_0251,1_01_03,,A1,251,I,,,01_normal
1_01_03_A1_0251_O,1_01_03_A1_0251,1_01_03,,A1,251,O,,,01_normal
1_01_03_A1_0373_I,1_01_03_A1_0373,1_01_03,,A1,373,I,,,01_normal
1_01_03_A1_0373_O,1_01_03_A1_0373,1_01_03,,A1,373,O,,,01_normal
1_01_03_A1_0374_I,1_01_03_A1_0374,1_01_03,,A1,374,I,,,01_normal
1_01_03_A1_0374_O,1_01_03_A1_0374,1_01_03,,A1,374,O,,,01_normal
1_01_03_A1_0375_I,1_01_03_A1_0375,1_01_03,,A1,375,I,,,01_normal
1_01_03_A1_0375_O,1_01_03_A1_0375,1_01_03,,A1,375,O,,,01_normal
1_01_03_A1_0376_I,1_01_03_A1_0376,1_01_03,,A1,376,I,,,01_normal
1_01_03_A1_0376_O,1_01_03_A1_0376,1_01_03,,A1,376,O,,,01_normal
1_01_03_A1_0377_I,1_01_03_A1_0377,1_01_03,,A1,377,I,,,01_normal
1_01_03_A1_0378_I,1_01_03_A1_0378,1_01_03,,A1,378,I,,,01_normal
1_01_03_A1_0379_I,1_01_03_A1_0379,1_01_03,,A1,379,I,,,01_normal
1_01_03_A1_0379_O,1_01_03_A1_0379,1_01_03,,A1,379,O,,,01_normal
1_01_03_A1_0380_I,1_01_03_A1_0380,1_01_03,,A1,380,I,,,01_normal
1_01_03_A1_0380_O,1_01_03_A1_0380,1_01_03,,A1,380,O,,,01_normal
1_01_03_A1_0381_I,1_01_03_A1_0381,1_01_03,,A1,381,I,,,01_normal
1_01_03_A1_0381_O,1_01_03_A1_0381,1_01_03,,A1,381,O,,,01_normal
1_01_03_A1_0382_I,1_01_03_A1_0382,1_01_03,,A1,382,I,,,01_normal
1_01_03_A1_0382_O,1_01_03_A1_0382,1_01_03,,A1,382,O,,,01_normal
1_01_03_A1_0383_I,1_01_03_A1_0383,1_01_03,,A1,383,I,,,01_normal
1_01_03_A1_0383_O,1_01_03_A1_0383,1_01_03,,A1,383,O,,,01_normal
1_01_03_A1_0384_I,1_01_03_A1_0384,1_01_03,,A1,384,I,,,01_normal
1_01_03_A1_0384_O,1_01_03_A1_0384,1_01_03,,A1,384,O,,,01_normal
1_01_03_A1_0385_I,1_01_03_A1_0385,1_01_03,,A1,385,I,,,01_normal
1_01_03_A1_0385_O,1_01_03_A1_0385,1_01_03,,A1,385,O,,,01_normal
1_01_03_A1_0386_I,1_01_03_A1_0386,1_01_03,,A1,386,I,,,01_normal
1_01_03_A1_0386_O,1_01_03_A1_0386,1_01_03,,A1,386,O,,,01_normal
1_01_03_A1_0387_I,1_01_03_A1_0387,1_01_03,,A1,387,I,,,01_normal
1_01_03_A1_0387_O,1_01_03_A1_0387,1_01_03,,A1,387,O,,,01_normal
1_01_03_A1_0388_I,1_01_03_A1_0388,1_01_03,,A1,388,I,,,01_normal
1_01_03_A1_0388_O,1_01_03_A1_0388,1_01_03,,A1,388,O,,,01_normal
1_01_03_A1_0389_I,1_01_03_A1_0389,1_01_03,,A1,389,I,,,01_normal
1_01_03_A1_0389_O,1_01_03_A1_0389,1_01_03,,A1,389,O,,,01_normal
1_01_03_A1_0390_I,1_01_03_A1_0390,1_01_03,,A1,390,I,,,01_normal
1_01_03_A1_0390_O,1_01_03_A1_0390,1_01_03,,A1,390,O,,,01_normal
1_01_03_A1_0391_I,1_01_03_A1_0391,1_01_03,,A1,391,I,,,01_normal
1_01_03_A1_0391_O,1_01_03_A1_0391,1_01_03,,A1,391,O,,,01_normal
1_01_03_A1_0392_I,1_01_03_A1_0392,1_01_03,,A1,392,I,,,01_normal
1_01_03_A1_0392_O,1_01_03_A1_0392,1_01_03,,A1,392,O,,,01_normal
1_01_03_A1_0393_I,1_01_03_A1_0393,1_01_03,,A1,393,I,,,01_normal
1_01_03_A1_0394_I,1_01_03_A1_0394,1_01_03,,A1,394,I,,,01_normal
1_01_03_A1_0395_I,1_01_03_A1_0395,1_01_03,,A1,395,I,,,01_normal
1_01_03_A1_0395_O,1_01_03_A1_0395,1_01_03,,A1,395,O,,,01_normal
1_01_03_A1_0396_I,1_01_03_A1_0396,1_01_03,,A1,396,I,,,01_normal
1_01_03_A1_0396_O,1_01_03_A1_0396,1_01_03,,A1,396,O,,,01_normal
1_01_03_A1_0397_I,1_01_03_A1_0397,1_01_03,,A1,397,I,,,01_normal
1_01_03_A1_0397_O,1_01_03_A1_0397,1_01_03,,A1,397,O,,,01_normal
1_01_03_A1_0398_I,1_01_03_A1_0398,1_01_03,,A1,398,I,,,01_normal
1_01_03_A1_0398_O,1_01_03_A1_0398,1_01_03,,A1,398,O,,,01_normal
1_01_03_A1_0399_I,1_01_03_A1_0399,1_01_03,,A1,399,I,,,01_normal
1_01_03_A1_0399_O,1_01_03_A1_0399,1_01_03,,A1,399,O,,,01_normal
1_01_03_A1_0400_I,1_01_03_A1_0400,1_01_03,,A1,400,I,,,01_normal
1_01_03_A1_0400_O,1_01_03_A1_0400,1_01_03,,A1,400,O,,,01_normal
1_01_03_A1_0401_I,1_01_03_A1_0401,1_01_03,,A1,401,I,,,01_normal
1_01_03_A1_0401_O,1_01_03_A1_0401,1_01_03,,A1,401,O,,,01_normal
1_01_03_A1_0402_I,1_01_03_A1_0402,1_01_03,,A1,402,I,,,01_normal
1_01_03_A1_0402_O,1_01_03_A1_0402,1_01_03,,A1,402,O,,,01_normal
1_01_03_A1_0403_I,1_01_03_A1_0403,1_01_03,,A1,403,I,,,01_normal
1_01_03_A1_0403_O,1_01_03_A1_0403,1_01_03,,A1,403,O,,,01_normal
1_01_03_A1_0404_I,1_01_03_A1_0404,1_01_03,,A1,404,I,,,01_normal
1_01_03_A1_0404_O,1_01_03_A1_0404,1_01_03,,A1,404,O,,,01_normal
1_01_03_A1_0405_I,1_01_03_A1_0405,1_01_03,,A1,405,I,,,01_normal
1_01_03_A1_0405_O,1_01_03_A1_0405,1_01_03,,A1,405,O,,,01_normal
1_01_03_A1_0406_I,1_01_03_A1_0406,1_01_03,,A1,406,I,,,01_normal
1_01_03_A1_0406_O,1_01_03_A1_0406,1_01_03,,A1,406,O,,,01_normal
1_01_03_A1_0407_I,1_01_03_A1_0407,1_01_03,,A1,407,I,,,01_normal
1_01_03_A1_0407_O,1_01_03_A1_0407,1_01_03,,A1,407,O,,,01_normal
1_01_03_A1_0408_I,1_01_03_A1_0408,1_01_03,,A1,408,I,,,01_normal
1_01_03_A1_0408_O,1_01_03_A1_0408,1_01_03,,A1,408,O,,,01_normal
1_01_03_A1_0409_I,1_01_03_A1_0409,1_01_03,,A1,409,I,,,01_normal
1_01_03_A1_0409_O,1_01_03_A1_0409,1_01_03,,A1,409,O,,,01_normal
1_01_03_A1_0410_I,1_01_03_A1_0410,1_01_03,,A1,410,I,,,01_normal
1_01_03_A1_0410_O,1_01_03_A1_0410,1_01_03,,A1,410,O,,,01_normal
1_01_03_A1_0411_I,1_01_03_A1_0411,1_01_03,,A1,411,I,,,01_normal
1_01_03_A1_0411_O,1_01_03_A1_0411,1_01_03,,A1,411,O,,,01_normal
1_01_03_A1_0412_I,1_01_03_A1_0412,1_01_03,,A1,412,I,,,01_normal
1_01_03_A1_0412_O,1_01_03_A1_0412,1_01_03,,A1,412,O,,,01_normal
1_01_03_A1_0413_I,1_01_03_A1_0413,1_01_03,,A1,413,I,,,01_normal
1_01_03_A1_0413_O,1_01_03_A1_0413,1_01_03,,A1,413,O,,,01_normal
1_01_03_A1_0414_I,1_01_03_A1_0414,1_01_03,,A1,414,I,,,01_normal
1_01_03_A1_0414_O,1_01_03_A1_0414,1_01_03,,A1,414,O,,,01_normal
1_01_03_A1_0415_I,1_01_03_A1_0415,1_01_03,,A1,415,I,,,01_normal
1_01_03_A1_0415_O,1_01_03_A1_0415,1_01_03,,A1,415,O,,,01_normal
1_01_03_A1_0416_I,1_01_03_A1_0416,1_01_03,,A1,416,I,,,01_normal
1_01_03_A1_0416_O,1_01_03_A1_0416,1_01_03,,A1,416,O,,,01_normal
1_01_03_A1_0417_I,1_01_03_A1_0417,1_01_03,,A1,417,I,,,01_normal
1_01_03_A1_0417_O,1_01_03_A1_0417,1_01_03,,A1,417,O,,,01_normal
1_01_03_A1_0418_I,1_01_03_A1_0418,1_01_03,,A1,418,I,,,01_normal
1_01_03_A1_0418_O,1_01_03_A1_0418,1_01_03,,A1,418,O,,,01_normal
1_01_03_A1_0419_I,1_01_03_A1_0419,1_01_03,,A1,419,I,,,01_normal
1_01_03_A1_0419_O,1_01_03_A1_0419,1_01_03,,A1,419,O,,,01_normal
1_01_03_A1_0420_I,1_01_03_A1_0420,1_01_03,,A1,420,I,,,01_normal
1_01_03_A1_0420_O,1_01_03_A1_0420,1_01_03,,A1,420,O,,,01_normal
1_01_03_A1_0421_I,1_01_03_A1_0421,1_01_03,,A1,421,I,,,01_normal
1_01_03_A1_0421_O,1_01_03_A1_0421,1_01_03,,A1,421,O,,,01_normal
1_01_03_A1_0422_I,1_01_03_A1_0422,1_01_03,,A1,422,I,,,01_normal
1_01_03_A1_0422_O,1_01_03_A1_0422,1_01_03,,A1,422,O,,,01_normal
1_01_03_A1_0423_I,1_01_03_A1_0423,1_01_03,,A1,423,I,,,01_normal
1_01_03_A1_0423_O,1_01_03_A1_0423,1_01_03,,A1,423,O,,,01_normal
1_01_03_A1_0424_I,1_01_03_A1_0424,1_01_03,,A1,424,I,,,01_normal
1_01_03_A1_0424_O,1_01_03_A1_0424,1_01_03,,A1,424,O,,,01_normal
1_01_03_A1_0425_I,1_01_03_A1_0425,1_01_03,,A1,425,I,,,01_normal
1_01_03_A1_0425_O,1_01_03_A1_0425,1_01_03,,A1,425,O,,,01_normal
1_01_03_A1_0426_I,1_01_03_A1_0426,1_01_03,,A1,426,I,,,01_normal
1_01_03_A1_0427_I,1_01_03_A1_0427,1_01_03,,A1,427,I,,,01_normal
1_01_03_A1_0428_I,1_01_03_A1_0428,1_01_03,,A1,428,I,,,01_normal
1_01_03_A1_0429_I,1_01_03_A1_0429,1_01_03,,A1,429,I,,,01_normal
1_01_03_A1_0429_O,1_01_03_A1_0429,1_01_03,,A1,429,O,,,01_normal
1_01_03_A1_0430_I,1_01_03_A1_0430,1_01_03,,A1,430,I,,,01_normal
1_01_03_A1_0430_O,1_01_03_A1_0430,1_01_03,,A1,430,O,,,01_normal
1_01_03_A1_0431_I,1_01_03_A1_0431,1_01_03,,A1,431,I,,,01_normal
1_01_03_A1_0431_O,1_01_03_A1_0431,1_01_03,,A1,431,O,,,01_normal
1_01_03_A1_0432_I,1_01_03_A1_0432,1_01_03,,A1,432,I,,,01_normal
1_01_03_A1_0433_I,1_01_03_A1_0433,1_01_03,,A1,433,I,,,01_normal
1_01_03_A1_0433_O,1_01_03_A1_0433,1_01_03,,A1,433,O,,,01_normal
1_01_03_A1_0434_I,1_01_03_A1_0434,1_01_03,,A1,434,I,,,01_normal
1_01_03_A1_0434_O,1_01_03_A1_0434,1_01_03,,A1,434,O,,,01_normal
1_01_03_A1_0435_I,1_01_03_A1_0435,1_01_03,,A1,435,I,,,01_normal
1_01_03_A1_0435_O,1_01_03_A1_0435,1_01_03,,A1,435,O,,,01_normal
1_01_03_A1_0436_I,1_01_03_A1_0436,1_01_03,,A1,436,I,,,01_normal
1_01_03_A1_0436_O,1_01_03_A1_0436,1_01_03,,A1,436,O,,,01_normal
1_01_03_A1_0437_I,1_01_03_A1_0437,1_01_03,,A1,437,I,,,01_normal
1_01_03_A1_0437_O,1_01_03_A1_0437,1_01_03,,A1,437,O,,,01_normal
1_01_03_A1_0438_I,1_01_03_A1_0438,1_01_03,,A1,438,I,,,01_normal
1_01_03_A1_0438_O,1_01_03_A1_0438,1_01_03,,A1,438,O,,,01_normal
1_01_03_A1_0439_I,1_01_03_A1_0439,1_01_03,,A1,439,I,,,01_normal
1_01_03_A1_0439_O,1_01_03_A1_0439,1_01_03,,A1,439,O,,,01_normal
1_01_03_A1_0440_I,1_01_03_A1_0440,1_01_03,,A1,440,I,,,01_normal
1_01_03_A1_0440_O,1_01_03_A1_0440,1_01_03,,A1,440,O,,,01_normal
1_01_03_A1_0441_I,1_01_03_A1_0441,1_01_03,,A1,441,I,,,01_normal
1_01_03_A1_0441_O,1_01_03_A1_0441,1_01_03,,A1,441,O,,,01_normal
1_01_03_A1_0442_I,1_01_03_A1_0442,1_01_03,,A1,442,I,,,01_normal
1_01_03_A1_0442_O,1_01_03_A1_0442,1_01_03,,A1,442,O,,,01_normal
1_01_03_A1_0443_I,1_01_03_A1_0443,1_01_03,,A1,443,I,,,01_normal
1_01_03_A1_0443_O,1_01_03_A1_0443,1_01_03,,A1,443,O,,,01_normal
1_01_03_A1_0444_I,1_01_03_A1_0444,1_01_03,,A1,444,I,,,01_normal
1_01_03_A1_0444_O,1_01_03_A1_0444,1_01_03,,A1,444,O,,,01_normal
1_01_03_A1_0445_I,1_01_03_A1_0445,1_01_03,,A1,445,I,,,01_normal
1_01_03_A1_0445_O,1_01_03_A1_0445,1_01_03,,A1,445,O,,,01_normal
1_01_03_A1_0446_I,1_01_03_A1_0446,1_01_03,,A1,446,I,,,01_normal
1_01_03_A1_0446_O,1_01_03_A1_0446,1_01_03,,A1,446,O,,,01_normal
1_01_03_A1_0447_I,1_01_03_A1_0447,1_01_03,,A1,447,I,,,01_normal
1_01_03_A1_0447_O,1_01_03_A1_0447,1_01_03,,A1,447,O,,,01_normal
1_01_03_A1_0448_I,1_01_03_A1_0448,1_01_03,,A1,448,I,,,01_normal
